DEVICETYPENAME,IMAGES,TTI,FREQ
Mobile,2873,9214.000,5
Mobile,2369,4673.000,5
Tablet,1526,4668.000,5
Tablet,1899,13307.000,5
Tablet,1880,11708.000,5
Desktop,2386,7324.000,5
Desktop,5049,1839.000,5
Desktop,2347,7970.000,5
Desktop,4498,6599.000,5
Tablet,1712,28155.000,5
Tablet,1593,10306.000,5
Tablet,2280,2304.000,5
Desktop,2903,9913.000,5
Tablet,1531,9902.000,5
Desktop,2108,6073.000,5
Tablet,1683,5831.000,5
Desktop,4398,6797.000,5
Tablet,1859,11113.000,5
Desktop,2467,10834.000,5
Tablet,1727,8710.000,5
Desktop,3150,12327.000,5
Mobile,2427,17517.000,5
Mobile,2458,6173.000,5
Desktop,2667,25156.000,5
Desktop,2354,13228.000,5
Desktop,2194,6614.000,5
Mobile,2103,11527.000,4
Tablet,1336,6918.500,4
Tablet,2066,12626.000,4
Tablet,1900,12177.500,4
Tablet,2006,8335.500,4
Desktop,2370,30832.000,4
Mobile,2864,17286.500,4
Desktop,4396,6840.000,4
Mobile,2484,13033.500,4
Desktop,5358,20432.500,4
Tablet,1955,9152.000,4
Tablet,1762,5761.500,4
Desktop,2848,10980.500,4
Tablet,1394,5965.500,4
Mobile,2830,9280.000,4
Mobile,2418,8879.000,4
Desktop,2328,5772.500,4
Mobile,2550,4670.500,4
Mobile,2100,11319.500,4
Mobile,3282,10244.000,4
Tablet,1512,13086.500,4
Tablet,1998,17312.000,4
Tablet,1665,8575.500,4
Desktop,3500,7575.000,4
Tablet,1595,13012.500,4
Mobile,2410,23282.000,4
Mobile,2387,22983.000,4
Mobile,2823,18020.500,4
Tablet,2384,8983.500,4
Desktop,2407,8350.500,4
Desktop,2461,18688.000,4
Desktop,2307,7000.500,4
Tablet,1877,23739.000,4
Tablet,1731,8750.500,4
Mobile,2552,9424.500,4
Tablet,1839,8765.500,4
Desktop,2500,8400.000,4
Desktop,1859,6448.000,4
Desktop,3867,80593.000,4
Tablet,2168,26052.500,4
Tablet,1906,9861.500,4
Desktop,3286,6784.500,4
Mobile,3162,6851.000,4
Desktop,3292,5883.000,4
Mobile,2037,22033.500,4
Tablet,2023,8147.000,4
Tablet,1492,7988.000,4
Mobile,6014,3814.500,4
Mobile,2557,22197.000,4
Desktop,5353,10964.000,4
Mobile,3164,10021.000,4
Tablet,1911,5015.000,4
Desktop,2332,3787.500,4
Desktop,5385,9706.500,4
Tablet,1825,14429.000,4
Mobile,2151,10046.500,4
Tablet,1850,5916.500,4
Tablet,1572,5817.000,4
Mobile,3329,20576.000,4
Tablet,3324,2756.500,4
Desktop,5285,11785.000,4
Tablet,1976,10924.000,4
Tablet,2377,4273.000,4
Mobile,2606,47270.000,4
Mobile,2303,11664.500,4
Mobile,2445,18333.500,4
Tablet,2030,9542.000,4
Desktop,2503,6202.000,4
Tablet,1855,11828.500,4
Desktop,3289,7373.500,4
Tablet,2201,4015.500,4
Desktop,2078,3628.000,4
Tablet,5059,12219.000,4
Desktop,3297,6009.000,4
Tablet,1482,11201.000,4
Mobile,2224,3456.500,4
Desktop,2828,5280.500,4
Desktop,2582,15982.500,4
Desktop,2083,7065.500,4
Mobile,2408,17834.000,4
Desktop,2147,7026.500,4
Mobile,2177,5449.000,4
Tablet,1411,13732.000,4
Mobile,2868,11056.500,4
Tablet,4189,55309.000,4
Mobile,2140,7252.500,4
Tablet,1924,10595.500,4
Desktop,3302,8564.000,4
Desktop,3028,11005.500,4
Tablet,1822,4157.000,4
Desktop,2510,6658.500,4
Desktop,2545,19571.000,4
Desktop,5518,9646.000,4
Tablet,1467,8479.000,4
Mobile,2636,14916.500,4
Desktop,3288,6094.000,4
Tablet,1734,5402.000,4
Mobile,2385,19912.000,4
Mobile,2794,5471.500,4
Tablet,3273,12052.000,4
Tablet,2115,7669.000,4
Tablet,1930,12915.000,4
Mobile,2597,25356.500,4
Mobile,2637,31951.000,4
Mobile,3271,8309.000,4
Mobile,2281,18904.500,4
Mobile,2447,8738.500,4
Mobile,2999,7659.500,4
Desktop,2756,8158.000,4
Tablet,2276,9560.000,4
Desktop,3306,4346.500,4
Mobile,2471,12873.500,4
Tablet,1858,6013.500,4
Desktop,2388,12003.000,4
Tablet,1550,16869.500,4
Desktop,4182,11515.500,4
Mobile,1991,9671.500,4
Desktop,2831,40457.000,4
Tablet,1878,6723.500,4
Desktop,3313,8053.500,4
Tablet,1484,6781.000,4
Tablet,1233,5316.500,4
Tablet,2196,7710.000,4
Desktop,2514,12686.000,4
Desktop,2534,4109.500,4
Mobile,2514,18495.000,4
Desktop,2583,4596.000,4
Tablet,3280,4137.500,4
Tablet,5041,12391.500,4
Mobile,2702,11419.500,4
Desktop,2415,2537.000,4
Desktop,2608,9175.500,4
Tablet,2177,21205.500,4
Tablet,2040,6011.000,4
Tablet,2015,7188.500,4
Desktop,3180,19984.500,4
Mobile,2533,6551.500,4
Desktop,2493,25271.500,4
Tablet,2060,11861.000,4
Mobile,2524,10938.500,4
Tablet,1843,9836.500,4
Tablet,1626,16106.500,4
Mobile,2301,10459.500,4
Mobile,2642,21697.000,4
Mobile,4366,10349.000,4
Tablet,1617,2393.000,4
Mobile,2432,9791.000,4
Mobile,2235,6911.000,4
Mobile,3003,6822.500,4
Desktop,2294,11722.500,4
Tablet,1732,1278.000,4
Mobile,2312,17733.000,4
Desktop,2680,12693.500,4
Desktop,7211,7067.500,4
Mobile,2661,16685.500,4
Desktop,2481,19322.500,4
Mobile,2086,5928.000,4
Mobile,1959,23114.500,4
Mobile,3059,16818.000,4
Mobile,2347,6473.500,4
Desktop,2495,8266.500,4
Tablet,1882,16032.000,4
Tablet,2194,6089.500,4
Mobile,2365,12934.500,4
Desktop,2645,8068.000,4
Desktop,2487,14869.000,4
Tablet,2041,6176.000,4
Desktop,2320,22166.500,4
Tablet,1606,7056.000,4
Tablet,1614,10483.000,4
Desktop,2416,3452.000,4
Mobile,3301,12393.500,4
Desktop,2554,21798.000,4
Mobile,2540,13327.000,4
Desktop,2010,9409.500,4
Desktop,3066,10802.000,4
Mobile,2107,3547.500,4
Desktop,2375,7625.000,4
Desktop,2891,6223.000,4
Mobile,2045,8130.500,4
Mobile,2855,20164.500,4
Desktop,5376,19346.000,4
Tablet,2079,13684.000,4
Mobile,2315,22094.000,4
Tablet,2185,17056.000,4
Desktop,3170,24393.000,4
Desktop,3031,15481.000,4
Desktop,2099,9869.000,4
Tablet,1577,9658.000,4
Desktop,5378,29874.500,4
Tablet,3271,9219.500,4
Tablet,1985,4355.000,4
Tablet,1608,9765.500,4
Desktop,4496,7840.500,4
Tablet,1829,6632.000,4
Desktop,2579,9329.000,4
Desktop,2630,11659.500,4
Desktop,2821,6395.500,4
Tablet,1487,14765.000,4
Mobile,2652,3706.000,4
Desktop,2442,8396.500,4
Mobile,2327,17206.500,4
Desktop,2352,6401.000,4
Mobile,2084,10485.000,4
Mobile,2227,16449.500,4
Desktop,5412,9163.500,4
Mobile,2423,5547.000,4
Tablet,1511,11374.000,4
Desktop,2297,5954.000,4
Desktop,2153,3179.000,4
Desktop,4528,5930.000,4
Desktop,3285,9979.000,4
Mobile,3068,30371.000,3
Tablet,1979,14026.000,3
Tablet,1548,8677.000,3
Desktop,2974,12145.000,3
Tablet,1873,13259.000,3
Tablet,1618,13076.000,3
Tablet,1881,11939.000,3
Tablet,1416,6477.000,3
Desktop,4024,11283.000,3
Tablet,1640,7381.000,3
Tablet,1842,9945.000,3
Tablet,2162,6479.000,3
Mobile,4986,5371.000,3
Desktop,3041,9750.000,3
Tablet,1830,9286.000,3
Desktop,2826,6260.000,3
Mobile,2311,17485.000,3
Tablet,2131,19304.000,3
Desktop,3038,12829.000,3
Mobile,2672,25516.000,3
Tablet,1621,5450.000,3
Mobile,2082,4844.000,3
Mobile,1958,91564.000,3
Desktop,5375,9998.000,3
Tablet,3277,7474.000,3
Desktop,2455,7199.000,3
Mobile,2957,13066.000,3
Tablet,1722,24266.000,3
Desktop,2703,14849.000,3
Tablet,2915,8460.000,3
Tablet,1639,9735.000,3
Desktop,7207,8924.000,3
Desktop,2679,4654.000,3
Desktop,2881,38852.000,3
Tablet,1817,19468.000,3
Tablet,2138,18244.000,3
Desktop,2472,6052.000,3
Desktop,3091,13237.000,3
Mobile,2136,30842.000,3
Desktop,3072,16710.000,3
Tablet,1950,17682.000,3
Tablet,1637,15131.000,3
Mobile,2564,35295.000,3
Desktop,3071,18266.000,3
Mobile,3279,9379.000,3
Mobile,2141,11296.000,3
Desktop,7882,4615.000,3
Desktop,2377,17202.000,3
Mobile,2554,24259.000,3
Tablet,2383,7643.000,3
Tablet,1945,9338.000,3
Tablet,1981,7041.000,3
Tablet,1919,18880.000,3
Desktop,2429,11757.000,3
Desktop,2650,10957.000,3
Tablet,1864,15082.000,3
Desktop,2451,7418.000,3
Desktop,8127,22395.000,3
Desktop,3304,3032.000,3
Tablet,1902,7814.000,3
Mobile,2536,21640.000,3
Tablet,1925,8722.000,3
Tablet,1491,3159.000,3
Desktop,2843,12739.000,3
Desktop,2336,10879.000,3
Desktop,2338,11003.000,3
Mobile,2182,31657.000,3
Tablet,1611,12242.000,3
Mobile,2488,17566.000,3
Tablet,2132,8374.000,3
Desktop,2446,7683.000,3
Tablet,1574,2220.000,3
Tablet,1378,13695.000,3
Tablet,1967,13776.000,3
Desktop,2542,4909.000,3
Desktop,2488,5544.000,3
Mobile,3507,9397.000,3
Desktop,3499,13332.000,3
Mobile,5060,1749.000,3
Mobile,2345,4609.000,3
Mobile,2487,25110.000,3
Tablet,5056,5736.000,3
Tablet,2052,6586.000,3
Desktop,2824,4462.000,3
Tablet,1788,13502.000,3
Tablet,1561,7512.000,3
Desktop,2626,6422.000,3
Desktop,4780,20544.000,3
Mobile,2230,4827.000,3
Tablet,2107,37012.000,3
Tablet,3274,24783.000,3
Desktop,4542,6420.000,3
Mobile,2706,21110.000,3
Desktop,2561,21496.000,3
Desktop,2420,5907.000,3
Mobile,3174,5627.000,3
Desktop,2340,6060.000,3
Desktop,3162,7934.000,3
Mobile,2480,10803.000,3
Desktop,3305,6834.000,3
Tablet,1914,13746.000,3
Mobile,2840,8834.000,3
Desktop,2342,8203.000,3
Desktop,1860,10253.000,3
Tablet,2197,7604.000,3
Tablet,1957,14792.000,3
Mobile,2563,14018.000,3
Tablet,2070,2910.000,3
Mobile,2516,6351.000,3
Desktop,4502,8534.000,3
Tablet,1801,7195.000,3
Mobile,2401,3462.000,3
Desktop,2438,109885.000,3
Tablet,2160,17126.000,3
Tablet,2371,42261.000,3
Desktop,2778,13089.000,3
Tablet,2149,28393.000,3
Mobile,2532,97621.000,3
Desktop,2489,8401.000,3
Tablet,1993,14010.000,3
Desktop,2353,11865.000,3
Mobile,2355,8795.000,3
Desktop,2303,5577.000,3
Mobile,2457,5822.000,3
Tablet,7651,4423.000,3
Mobile,2657,9025.000,3
Tablet,2171,7172.000,3
Mobile,2295,7468.000,3
Mobile,2566,16890.000,3
Mobile,2048,5401.000,3
Desktop,4548,7585.000,3
Mobile,2837,48433.000,3
Tablet,2017,6031.000,3
Desktop,4530,6836.000,3
Mobile,2406,12643.000,3
Desktop,2520,24397.000,3
Tablet,1463,5781.000,3
Mobile,2930,1059.000,3
Desktop,2476,9045.000,3
Mobile,2628,9799.000,3
Desktop,2392,4248.000,3
Mobile,2450,18255.000,3
Tablet,2038,4063.000,3
Mobile,2229,6615.000,3
Tablet,2065,6630.000,3
Desktop,2484,21032.000,3
Tablet,2382,7645.000,3
Mobile,2222,9184.000,3
Tablet,1711,6611.000,3
Tablet,2465,64255.000,3
Desktop,2780,5253.000,3
Mobile,2502,20426.000,3
Desktop,2631,17293.000,3
Desktop,2559,9750.000,3
Desktop,3206,6883.000,3
Desktop,3301,9992.000,3
Desktop,2894,15259.000,3
Desktop,3359,8745.000,3
Mobile,5062,5944.000,3
Mobile,2322,17699.000,3
Desktop,4526,6879.000,3
Desktop,2867,11228.000,3
Tablet,1505,6945.000,3
Mobile,2351,15115.000,3
Desktop,3774,5661.000,3
Desktop,2590,15326.000,3
Mobile,2835,5440.000,3
Tablet,2000,4196.000,3
Mobile,2474,13060.000,3
Tablet,1994,12659.000,3
Mobile,2500,9377.000,3
Tablet,2004,7201.000,3
Mobile,2979,20319.000,3
Tablet,1691,10189.000,3
Tablet,1710,10232.000,3
Tablet,1832,16626.000,3
Tablet,1908,8416.000,3
Tablet,1797,8518.000,3
Mobile,2038,3880.000,3
Desktop,2543,5234.000,3
Tablet,1497,19805.000,3
Tablet,1863,12316.000,3
Desktop,5138,12679.000,3
Tablet,1659,4796.000,3
Tablet,1968,13691.000,3
Desktop,3557,37004.000,3
Mobile,2352,15733.000,3
Tablet,1713,10466.000,3
Tablet,2357,17174.000,3
Desktop,2460,11151.000,3
Desktop,3309,2758.000,3
Desktop,4212,17522.000,3
Mobile,2176,11932.000,3
Desktop,3033,15978.000,3
Desktop,2454,19678.000,3
Desktop,2331,15872.000,3
Desktop,4388,10319.000,3
Desktop,2897,6340.000,3
Mobile,3283,5070.000,3
Mobile,2791,4375.000,3
Desktop,4522,5286.000,3
Mobile,12382,13492.000,3
Mobile,2582,14083.000,3
Mobile,2456,17271.000,3
Mobile,3285,5643.000,3
Tablet,1991,5069.000,3
Desktop,2360,11989.000,3
Mobile,3149,35788.000,3
Mobile,2994,31421.000,3
Desktop,2365,15773.000,3
Mobile,2511,27265.000,3
Tablet,3290,14226.000,3
Tablet,2892,10138.000,3
Tablet,1984,4269.000,3
Mobile,2453,7597.000,3
Desktop,2148,8468.000,3
Desktop,4787,2529.000,3
Tablet,1422,9066.000,3
Desktop,2562,14796.000,3
Mobile,2437,7791.000,3
Desktop,2381,4832.000,3
Desktop,2408,13874.000,3
Mobile,2397,27395.000,3
Tablet,1627,12298.000,3
Tablet,1896,18767.000,3
Mobile,2598,7460.000,3
Desktop,2538,12401.000,3
Desktop,3059,15841.000,3
Tablet,1581,2937.000,3
Tablet,1594,6024.000,3
Tablet,2081,11426.000,3
Desktop,4390,9188.000,3
Tablet,2543,7427.000,3
Tablet,2998,8165.000,3
Mobile,3971,12015.000,3
Desktop,5174,12723.000,3
Mobile,2920,9688.000,3
Mobile,2776,17570.000,3
Mobile,2505,3745.000,3
Tablet,1367,9133.000,3
Desktop,2501,9743.000,3
Mobile,3193,26330.000,3
Mobile,2159,6893.000,3
Tablet,1935,15535.000,3
Mobile,2017,23165.000,3
Mobile,2495,11407.000,3
Desktop,2349,5634.000,3
Tablet,1810,4531.000,3
Desktop,4108,11411.000,3
Mobile,4785,23460.000,3
Mobile,2529,8719.000,3
Tablet,1688,11140.000,3
Tablet,2044,7381.000,3
Mobile,2922,55358.000,3
Desktop,2606,3194.000,3
Mobile,2961,7392.000,3
Desktop,3124,8394.000,3
Tablet,2120,25694.000,3
Mobile,3286,5557.000,3
Tablet,1453,5356.000,3
Mobile,2560,17305.000,3
Desktop,2889,8579.000,3
Mobile,2750,11240.000,3
Mobile,5052,4042.000,3
Mobile,2297,29686.000,3
Tablet,1398,4225.000,3
Mobile,2340,9890.000,3
Desktop,4590,20341.000,3
Tablet,1680,5359.000,3
Tablet,2392,10351.000,3
Mobile,2984,17286.000,3
Desktop,4489,5814.000,3
Tablet,5055,1367.000,3
Tablet,1613,5255.000,3
Tablet,1547,4727.000,3
Desktop,4536,29820.000,3
Desktop,2482,3464.000,3
Tablet,1488,10046.000,3
Desktop,2914,3718.000,3
Desktop,2494,11385.000,3
Tablet,2109,3864.000,3
Desktop,2609,20203.000,3
Tablet,2061,35612.000,3
Mobile,2089,9586.000,3
Desktop,5834,2743.000,3
Tablet,1510,7281.000,3
Tablet,1895,7903.000,3
Mobile,3267,15787.000,3
Tablet,1954,6165.000,3
Mobile,2708,7777.000,3
Desktop,3338,7048.000,3
Tablet,2067,4124.000,3
Tablet,3267,6092.000,3
Tablet,1604,4244.000,3
Tablet,2133,3232.000,3
Tablet,1946,6348.000,3
Desktop,2410,14030.000,3
Desktop,3087,13504.000,3
Mobile,2237,4922.000,3
Tablet,1575,11749.000,3
Mobile,2541,37734.000,3
Tablet,1486,27943.000,3
Mobile,2780,12755.000,3
Mobile,2044,9443.000,3
Desktop,2378,13029.000,3
Mobile,2148,6785.000,3
Tablet,3329,4475.000,3
Mobile,2339,10223.000,3
Tablet,1936,8700.000,3
Desktop,4742,42256.000,3
Desktop,5386,12037.000,3
Tablet,1745,18709.000,3
Tablet,3314,33955.000,3
Mobile,2629,12503.000,3
Desktop,4504,7955.000,3
Desktop,2403,8769.000,3
Mobile,2298,12788.000,3
Mobile,2462,8511.000,3
Desktop,2611,9905.000,3
Tablet,1733,11097.000,3
Mobile,2645,29023.000,3
Tablet,1918,7518.000,3
Mobile,2175,5635.000,3
Mobile,2105,13016.000,3
Mobile,4993,5203.000,3
Tablet,2242,2177.000,3
Desktop,2660,19603.000,3
Tablet,1461,3690.000,3
Desktop,3078,4064.000,3
Desktop,2387,6276.000,3
Mobile,2584,9788.000,3
Mobile,2513,13277.000,3
Desktop,3211,3859.000,3
Mobile,2954,6178.000,3
Desktop,2830,39924.000,3
Mobile,2034,11330.000,3
Mobile,2522,6373.000,3
Desktop,5349,12913.000,3
Desktop,3014,7635.000,2
Mobile,2469,17830.500,2
Tablet,1506,6577.500,2
Mobile,2639,6495.000,2
Desktop,2498,4487.000,2
Mobile,2869,13885.500,2
Tablet,1865,10972.000,2
Mobile,2517,9446.000,2
Desktop,3076,16915.000,2
Desktop,2614,12082.000,2
Mobile,3498,9877.500,2
Mobile,2850,11629.000,2
Tablet,2331,7109.500,2
Mobile,2528,30501.500,2
Mobile,2655,3546.000,2
Tablet,1654,22961.500,2
Desktop,2444,59792.000,2
Desktop,3068,11970.000,2
Desktop,4752,10286.500,2
Tablet,2883,9721.500,2
Mobile,5057,5559.500,2
Desktop,2394,7008.000,2
Mobile,2358,19095.000,2
Desktop,4082,27596.500,2
Desktop,4068,7468.500,2
Mobile,2852,8496.000,2
Tablet,1473,13134.000,2
Desktop,2422,13080.500,2
Mobile,2153,10057.000,2
Tablet,2307,10824.500,2
Tablet,1997,3829.000,2
Tablet,2101,29088.000,2
Mobile,3972,12645.500,2
Desktop,9892,905.500,2
Tablet,2191,7048.500,2
Mobile,2783,28831.500,2
Desktop,3871,49577.500,2
Tablet,2130,5269.500,2
Desktop,2483,15531.000,2
Mobile,2296,13630.000,2
Tablet,1824,11521.000,2
Mobile,2403,14646.000,2
Tablet,5061,5201.000,2
Desktop,2475,12858.000,2
Tablet,1861,23555.000,2
Desktop,2393,9520.500,2
Desktop,2638,5103.000,2
Mobile,9328,16070.000,2
Mobile,2393,71048.000,2
Tablet,2182,36439.000,2
Desktop,2839,13388.000,2
Desktop,2445,63333.500,2
Tablet,1576,21162.000,2
Mobile,3012,8431.000,2
Desktop,3185,16552.000,2
Desktop,9398,10436.000,2
Desktop,2324,3784.500,2
Mobile,3268,4588.000,2
Tablet,2181,4366.500,2
Desktop,2106,14673.000,2
Mobile,2520,18697.500,2
Mobile,2019,18677.000,2
Mobile,3142,1201.000,2
Mobile,2586,17641.500,2
Tablet,1715,4896.000,2
Desktop,2525,15347.000,2
Desktop,2812,4454.000,2
Desktop,2651,21699.500,2
Desktop,3098,6289.500,2
Mobile,2627,18493.000,2
Mobile,2614,93070.500,2
Mobile,2368,8410.500,2
Desktop,3175,22221.000,2
Desktop,5371,10957.000,2
Mobile,2360,4388.500,2
Mobile,2949,3577.000,2
Tablet,1462,6655.500,2
Tablet,3467,4858.000,2
Desktop,3159,58617.000,2
Tablet,1941,8916.500,2
Mobile,2738,121480.500,2
Mobile,2431,111878.000,2
Desktop,5417,51100.000,2
Tablet,3179,11807.500,2
Desktop,3025,12379.000,2
Tablet,1841,12188.000,2
Tablet,1809,9617.000,2
Desktop,3592,8783.500,2
Desktop,3036,12377.500,2
Mobile,2902,9560.500,2
Mobile,2667,12918.500,2
Desktop,4370,10775.500,2
Desktop,3319,10163.500,2
Mobile,2299,7394.000,2
Desktop,2624,288.500,2
Tablet,1860,25187.500,2
Desktop,2707,12049.000,2
Desktop,7218,16514.500,2
Tablet,3279,22580.000,2
Desktop,2882,27651.000,2
Mobile,2373,35470.000,2
Mobile,2676,5819.500,2
Desktop,5354,32923.500,2
Desktop,3074,14117.000,2
Desktop,2822,7891.500,2
Tablet,1770,17505.500,2
Desktop,3970,5520.000,2
Tablet,1819,14492.500,2
Mobile,2707,23082.500,2
Tablet,1942,14602.500,2
Desktop,2580,16193.500,2
Desktop,2789,27018.000,2
Mobile,3300,3537.000,2
Desktop,2533,6130.500,2
Desktop,2522,5634.500,2
Desktop,3347,339638.500,2
Tablet,1852,20806.000,2
Desktop,9808,96206.500,2
Tablet,2145,22772.000,2
Mobile,2415,15528.000,2
Tablet,2198,4673.500,2
Desktop,2334,6066.000,2
Desktop,3924,33882.000,2
Mobile,2751,29032.500,2
Desktop,2362,156835.500,2
Tablet,1616,14122.000,2
Mobile,2798,69407.500,2
Desktop,3172,7669.500,2
Tablet,12125,6416.000,2
Tablet,2313,4812.000,2
Tablet,1666,11172.000,2
Desktop,3405,7948.000,2
Mobile,2137,11648.500,2
Desktop,5367,6797.000,2
Tablet,1963,3415.000,2
Mobile,2402,29295.000,2
Desktop,2453,8564.000,2
Mobile,2898,11890.500,2
Desktop,5599,4820.000,2
Mobile,8773,3569.500,2
Tablet,3293,2600.000,2
Desktop,2557,24579.000,2
Desktop,2752,8121.000,2
Desktop,3706,3852.000,2
Tablet,3004,6285.000,2
Desktop,3502,7854.000,2
Desktop,12784,15153.500,2
Tablet,3288,11586.000,2
Desktop,2379,11175.000,2
Tablet,2542,5131.500,2
Tablet,2053,5065.500,2
Desktop,4367,4750.500,2
Desktop,7206,13879.500,2
Tablet,2005,10329.500,2
Tablet,1869,3002.000,2
Desktop,4520,3685.000,2
Desktop,4550,7060.000,2
Tablet,1525,18855.000,2
Mobile,14964,5816.000,2
Desktop,3303,14477.500,2
Desktop,2566,6533.000,2
Mobile,3209,5653.500,2
Desktop,2400,11233.500,2
Tablet,1623,9531.000,2
Desktop,5350,12132.000,2
Mobile,2822,12203.500,2
Desktop,3421,3361.500,2
Tablet,3305,16258.500,2
Desktop,3157,24154.500,2
Mobile,2551,4209.000,2
Desktop,2637,17136.500,2
Mobile,2895,14683.500,2
Desktop,3044,7484.000,2
Mobile,2686,45918.500,2
Mobile,2878,2245.500,2
Tablet,1951,9808.000,2
Tablet,1986,9184.000,2
Desktop,3645,40590.500,2
Desktop,2862,7104.500,2
Tablet,2148,10276.000,2
Desktop,2825,6394.000,2
Tablet,1485,15546.500,2
Mobile,2036,14897.000,2
Mobile,2981,26638.000,2
Desktop,2640,5843.000,2
Desktop,2871,4436.500,2
Mobile,2341,16399.500,2
Mobile,3336,6763.500,2
Mobile,2078,3519.500,2
Mobile,3825,13515.000,2
Mobile,4170,7606.500,2
Mobile,2607,5105.000,2
Mobile,2972,13236.000,2
Desktop,2730,7262.500,2
Desktop,3892,9841.000,2
Mobile,2343,49765.500,2
Desktop,2319,17005.000,2
Mobile,3801,8089.000,2
Desktop,4994,13602.500,2
Mobile,2085,19213.500,2
Desktop,3866,18561.000,2
Mobile,2658,21099.000,2
Desktop,2084,43936.500,2
Mobile,2135,19644.000,2
Tablet,5066,7479.000,2
Mobile,2741,68437.000,2
Desktop,3120,21244.500,2
Mobile,2370,23652.000,2
Tablet,2144,6754.000,2
Mobile,2271,33687.000,2
Desktop,5400,276381.000,2
Tablet,3332,6686.500,2
Desktop,2674,13585.000,2
Mobile,2681,12011.500,2
Tablet,2096,13274.000,2
Tablet,2078,5109.500,2
Desktop,2603,26416.000,2
Desktop,2793,8792.500,2
Desktop,2427,19364.500,2
Tablet,2086,3623.500,2
Desktop,2602,11629.500,2
Tablet,1648,12113.500,2
Desktop,2540,7354.000,2
Tablet,2298,11571.500,2
Mobile,2570,27826.500,2
Desktop,4720,9584.500,2
Desktop,3149,9128.000,2
Desktop,2447,9673.500,2
Tablet,2105,4283.500,2
Tablet,2949,23607.000,2
Desktop,6481,86538.000,2
Mobile,2459,3269.500,2
Desktop,2463,16791.000,2
Mobile,2319,13859.500,2
Mobile,3078,6650.500,2
Mobile,2940,15140.000,2
Desktop,4304,7712.000,2
Desktop,2601,9543.500,2
Desktop,3164,10775.500,2
Mobile,2412,3649.000,2
Desktop,2649,22707.000,2
Tablet,2290,48241.500,2
Tablet,3284,18970.500,2
Mobile,3058,44159.000,2
Desktop,12382,12260.500,2
Tablet,1741,8499.000,2
Desktop,2636,6477.500,2
Mobile,3163,17140.000,2
Desktop,2278,4045.000,2
Desktop,5421,39931.000,2
Tablet,2891,32781.000,2
Tablet,2170,2006.500,2
Tablet,2778,14884.000,2
Tablet,1735,9719.000,2
Tablet,2200,5394.000,2
Tablet,2150,10689.500,2
Desktop,2293,27423.000,2
Desktop,5381,13077.000,2
Desktop,2409,9496.500,2
Desktop,2585,22734.500,2
Desktop,3327,3709.000,2
Desktop,2577,7842.000,2
Desktop,5275,10947.000,2
Mobile,2654,4460.500,2
Mobile,4172,43133.500,2
Mobile,2867,5972.500,2
Mobile,2325,9907.500,2
Mobile,2674,10792.000,2
Mobile,3023,9281.500,2
Tablet,1609,7116.000,2
Mobile,4790,16152.500,2
Desktop,12679,15667.500,2
Tablet,1933,12542.500,2
Mobile,2374,7833.000,2
Desktop,2661,28886.000,2
Tablet,2034,2709.000,2
Tablet,1630,28285.000,2
Desktop,4986,2023.500,2
Desktop,64125,173224.500,2
Desktop,2565,9536.000,2
Tablet,2548,6634.500,2
Desktop,4198,10761.000,2
Mobile,2565,15032.500,2
Mobile,2699,38565.500,2
Desktop,3976,8634.500,2
Desktop,8128,10653.500,2
Desktop,3845,11759.500,2
Desktop,2497,10922.000,2
Desktop,4981,13067.500,2
Tablet,2003,12789.000,2
Tablet,2128,5603.000,2
Tablet,2374,2299.000,2
Mobile,2965,20368.500,2
Desktop,2330,4997.000,2
Desktop,4751,9821.000,2
Desktop,3307,7927.500,2
Desktop,2920,17440.000,2
Mobile,2712,9457.000,2
Tablet,1836,25303.000,2
Tablet,2333,7429.000,2
Mobile,3593,13302.500,2
Tablet,1965,6616.000,2
Tablet,2104,8497.000,2
Tablet,2039,5584.000,2
Tablet,3316,2164.000,2
Desktop,2515,6052.500,2
Desktop,2975,28329.000,2
Desktop,2788,20499.500,2
Mobile,2697,839.000,2
Mobile,2696,21516.000,2
Mobile,3500,8295.000,2
Mobile,2530,7958.000,2
Desktop,2436,10556.500,2
Desktop,13421,11110.500,2
Desktop,3090,10470.500,2
Mobile,2904,17763.500,2
Mobile,3089,14248.500,2
Tablet,2698,1215.000,2
Desktop,3161,15052.000,2
Desktop,9363,52445.500,2
Desktop,2355,6505.500,2
Mobile,2781,13622.500,2
Desktop,2744,15271.000,2
Mobile,2400,11049.000,2
Tablet,1738,33907.000,2
Desktop,3379,19324.000,2
Mobile,2138,9493.500,2
Desktop,2673,29165.000,2
Desktop,2564,15129.500,2
Desktop,2390,21307.000,2
Mobile,2548,12831.000,2
Tablet,1291,7095.500,2
Mobile,2291,14037.000,2
Desktop,2512,13494.000,2
Mobile,2580,4981.500,2
Mobile,3087,2095.500,2
Tablet,1856,12789.500,2
Tablet,2031,8289.500,2
Mobile,2461,7260.500,2
Tablet,2054,4130.000,2
Mobile,2792,4623.000,2
Mobile,2377,15831.000,2
Tablet,1892,5787.000,2
Desktop,2539,4655.000,2
Desktop,3994,8878.000,2
Desktop,10258,6573.500,2
Mobile,2330,67848.500,2
Desktop,3022,10474.500,2
Desktop,2424,17816.000,2
Desktop,3605,9712.500,2
Tablet,3300,22035.500,2
Mobile,2589,13568.000,2
Mobile,2416,10447.500,2
Desktop,6015,3698.500,2
Desktop,4500,14706.500,2
